imdbvote,year,runtime,imdb_id,plot,languages,released,title,imdbrating,countries
17305,1995,95,tt0113114,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,"['English', 'Danish', 'Malay', 'Dutch', 'Indonesian', 'Finnish', 'Luxembourgish', 'French Sign Language']",1995-07-19,Free Willy 2: The Adventure Home,5.1,"['France', 'USA', 'Luxembourg']"
65956,1995,105,tt0113243,Hackers are blamed for making a virus that will capsize five oil tankers.,"['English', 'Italian', 'Japanese', 'Russian']",1995-09-15,Hackers,6.3,['USA']
5806,1995,92,tt0113464,A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.,['English'],1995-08-18,Jeffrey,6.8,['USA']
67557,1995,96,tt0113481,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.","['English', 'Japanese']",1995-05-26,Johnny Mnemonic,5.7,"['Canada', 'USA']"
111430,1995,96,tt0113492,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",['English'],1995-06-30,Judge Dredd,5.6,"['USA', 'UK']"
7548,1995,88,tt0113500,Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.,['English'],1995-04-12,Jury Duty,4.4,['USA']
73906,1995,91,tt0113540,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",['English'],1995-09-01,Kids,7.1,['USA']
16969,1995,90,tt0113677,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,['English'],1995-07-21,Living in Oblivion,7.5,['USA']
14998,1995,109,tt0113690,"A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captive the world, but they are not really what everyone thinks.",['English'],1995-08-25,Lord of Illusions,6.1,"['USA', 'UK']"
2463,1993,100,tt0107447,"Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on ...",['English'],1995-06-23,Love & Human Remains,6.7,['Canada']
6184,1995,93,tt0113729,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,['English'],1995-05-26,Mad Love,5.4,['USA']
116856,1995,94,tt0113749,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",['English'],1995-10-20,Mallrats,7.1,['USA']
25466,1995,95,tt0113820,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",['English'],1995-06-30,Mighty Morphin Power Rangers: The Movie,5.3,"['USA', 'Japan', 'Australia', 'New Zealand']"
5356,1995,95,tt0110604,"A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.","['English', 'Russian']",1995-09-15,Mute Witness,6.7,"['Russia', 'USA', 'Germany', 'UK']"
2962,1994,93,tt0110620,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of ...",['English'],1995-09-01,Nadja,6.0,['USA']
61577,1995,114,tt0113957,"A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.","['English', 'Spanish']",1995-07-28,The Net,6.0,['USA']
35423,1995,103,tt0113986,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.","['English', 'Russian']",1995-07-12,Nine Months,5.5,['USA']
4653,1995,94,tt0114095,"Party girl Mary gets bailed out of jail by her librarian godmother. She starts working at the library, slowly fills her empty brain.","['English', 'Arabic']",1995-06-09,Party Girl,6.6,['USA']
29410,1995,98,tt0114194,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher.",['English'],1995-09-01,The Prophecy,6.5,['USA']
423,1995,91,tt0114241,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.",['English'],1995-11-17,Reckless,5.3,['USA']
13589,1995,119,tt0114323,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,"['English', 'Spanish']",1995-06-30,Safe,7.2,"['UK', 'USA']"
14525,1995,135,tt0114345,An affair between a young woman and a pastor has disastrous consequences.,['English'],1995-10-13,The Scarlet Letter,5.4,['USA']
63226,1995,128,tt0114436,"Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",['English'],1995-09-22,Showgirls,4.9,"['France', 'USA']"
33405,1995,112,tt0114478,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",['English'],1995-06-09,Smoke,7.4,"['Germany', 'Japan', 'USA']"
12848,1995,106,tt0114496,A woman's world is rocked when she discovers her husband is cheating on her.,['English'],1995-08-04,Something to Talk About,5.7,['USA']
74926,1995,108,tt0114508,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,['English'],1995-07-07,Species,5.8,['USA']
67814,1995,145,tt0114558,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,['English'],1995-10-13,Strange Days,7.2,['USA']
24151,1964,91,tt0058450,A young woman separated from her lover by war faces a life-altering decision.,"['French', 'English']",1964-12-16,The Umbrellas of Cherbourg,7.8,"['France', 'West Germany']"
2850,1995,115,tt0114663,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",['English'],1995-10-27,Three Wishes,6.2,['USA']
13468,1995,111,tt0114702,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",['English'],1995-11-03,Total Eclipse,6.6,"['UK', 'France', 'Belgium']"
29231,1995,109,tt0114682,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.","['English', 'French', 'Italian']",1995-09-08,"To Wong Foo Thanks for Everything, Julie Newmar",6.6,['USA']
44228,1995,100,tt0114781,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",['English'],1995-07-14,Under Siege 2: Dark Territory,5.5,['USA']
2978,1995,93,tt0114798,"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons.",['English'],1995-09-22,Unstrung Heroes,6.7,['USA']
1060,1995,73,tt0114805,One of the most successful designers in high fashion plans his fall 1994 collection. Follow the behind-the-scenes look at the creative side of fashion.,"['English', 'French']",1995-08-11,Unzipped,6.5,['USA']
32014,1995,102,tt0114887,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,['English'],1995-08-11,A Walk in the Clouds,6.7,"['USA', 'Mexico']"
182909,1995,135,tt0114898,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",['English'],1995-07-28,Waterworld,6.3,['USA']
4632,1995,89,tt0114928,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.",['English'],1995-12-01,White Man's Burden,5.3,"['France', 'USA']"
6532,1995,98,tt0114938,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,"['English', 'Sioux', 'Cantonese']",1995-12-01,Wild Bill,5.9,['USA']
3043,1994,97,tt0109340,"On the verge of forced resignation, a strict old-fashioned teacher rethinks his life.",['English'],1994-10-12,The Browning Version,7.2,['UK']
5706,1995,90,tt0112602,"On the run from authorities, a sleazy courier poses as a Scout leader on a camping trip. But he has no idea what he's in for when he must actually take charge of a group of kids.",['English'],1995-08-04,Bushwhacked,5.6,['USA']
14554,1994,135,tt0111579,"In the Soviet Union in 1936, shadow of Stalin's repressions lie on a famous revolution hero. The accusations of being him a foreign spy are nonsense, and all known that, but a slow process of his life's downfall is already running.","['Russian', 'French']",1995-04-21,Burnt by the Sun,7.9,"['Russia', 'France']"
13970,1994,113,tt0110882,Three interconnected stories of love under the threat of civil war in Macedonia and London.,"['Macedonian', 'English', 'Albanian', 'French']",1995-02-24,Before the Rain,8.0,"['Republic of North Macedonia', 'France', 'UK']"
277052,1995,101,tt0112471,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","['English', 'German', 'French']",1995-01-27,Before Sunrise,8.1,"['USA', 'Austria', 'Switzerland']"
133119,1995,89,tt0112508,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.","['English', 'French', 'Spanish']",1995-02-10,Billy Madison,6.4,['USA']
12026,1995,115,tt0112571,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.",['English'],1995-02-03,Boys on the Side,6.5,"['USA', 'France']"
9284,1995,97,tt0112757,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",['English'],1995-04-21,The Cure,7.7,['USA']
7438,1995,90,tt0112643,A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.,"['English', 'Italian', 'Swedish']",1995-11-14,Castle Freak,6.0,['USA']
8063,1995,103,tt0112679,"3 women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins.",['English'],1995-04-07,Circle of Friends,6.6,"['Ireland', 'USA', 'UK']"
212990,1994,92,tt0109445,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",['English'],1994-11-09,Clerks,7.7,['USA']
48711,1994,97,tt0112883,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.","['English', 'Spanish']",1995-04-07,Don Juan DeMarco,6.7,['USA']
